Metric,NestedCV_Mean,NestedCV_Std,CI95_low,CI95_high
R2,0.7226622063153461,0.006872927909635311,0.7207306702900541,0.7245098297354641
RMSE,2.130028177453148,0.030646086991321493,2.1215328487630143,2.1383991102996744
MAE,1.7257058375750756,0.02888541350128058,1.717761841072047,1.7336581713455363
MAPE,0.06354706345597913,0.0011420216478964368,0.06323425605836937,0.06385923519680982
